动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
示例：识别隐蔽自恋者,https://getquicker.net/Sharedaction?code=e2942479-5268-4f0a-3149-08de39efe1be,保护自己免受其操控的方法，以及应对他们自恋行为的策略。,通用,效率591,https://getquicker.net/User/36130/%E6%95%88%E7%8E%87591,26.5 KB,2025-12-13 19:24,2,.,2025-12-13
批量重命名,https://getquicker.net/Sharedaction?code=00fa92a9-1819-4a23-29f4-08de391694ad,自研模式串语法，批量重命名，支持撤回，超级重命名，实时预览,通用,Cea,https://getquicker.net/User/113342/Cea,16.5 KB,2025-12-12 18:36,2,修复历史没有记录的问题,2025-12-13
WiFi热点开关,https://getquicker.net/Sharedaction?code=50ac3f94-1816-45b9-29fd-08de391694ad,开启/关闭WiFi热点，设置开机自启好助手,通用,ZTOA10,https://getquicker.net/User/234516/ZTOA10,3 KB,2025-12-13 00:04,0,,2025-12-13
图片嗅探器,https://getquicker.net/Sharedaction?code=97dfe202-c1a8-4426-29df-08de391694ad,网页图片收集神器，能一键抓取页面所有图片和图标，支持智能筛选、批量下载,Microsoft Edge,ZTOA10,https://getquicker.net/User/234516/ZTOA10,41.6 KB,2025-12-12 09:23,2,优化细节,2025-12-13
视频嗅探器,https://getquicker.net/Sharedaction?code=db4c1907-dbca-4d1a-29f1-08de391694ad,视频嗅探与收集工具，能自动检测、提取和下载网页上的视频资源。,Microsoft Edge,ZTOA10,https://getquicker.net/User/234516/ZTOA10,198.5 KB,2025-12-12 15:42,0,,2025-12-13
资源管理器操作,https://getquicker.net/Sharedaction?code=f1694092-2a35-49a3-29e5-08de391694ad,资源管理器的传参执行各种操作(需要其他功能请反馈),乐昂岚,乐昂岚,https://getquicker.net/User/81137/%E4%B9%90%E6%98%82%E5%B2%9A,27 KB,2025-12-12 11:21,0,,2025-12-13
巴德步进日期生成,https://getquicker.net/Sharedaction?code=507f2313-c30c-451c-29e3-08de391694ad,以固定间隔生成一个日期序列,通用,Bader,https://getquicker.net/User/135289/Bader,24.4 KB,2025-12-12 10:56,0,,2025-12-13
便利窗,https://getquicker.net/Sharedaction?code=f8ead30c-b758-4614-a7ff-08dd5143284a,切换多个便利的自定义窗口，存储网址、文本、文件等，自由拖拽,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,364.4 KB,2025-02-21 03:22,260,voice,2025-12-13
剪贴板 pre,https://getquicker.net/Sharedaction?code=b046f02b-e1d4-4537-47e2-08da210a63ca,测试版,通用,Cea,https://getquicker.net/User/113342/Cea,26 KB,2022-04-18 22:22,167,"## v0.8.60 (2025-12-13)

- 按使用次数的筛选，重启过后重置的全部（这个筛选会导致剪贴板不显示新收集的内容）",2025-12-13
超高效剪贴系统,https://getquicker.net/Sharedaction?code=00a8e3fe-69ba-41af-8dba-08dddd68dcad,启动复制/剪切/粘贴/撤回/删除，滑动复制，点击粘贴，悬停操作,通用,星染浅夏,https://getquicker.net/User/1295122/%E6%98%9F%E6%9F%93%E6%B5%85%E5%A4%8F,592.3 KB,2025-08-18 21:14,22,"快捷操作窗排版改变
新增历史循环粘贴
后操作回车暂时去掉",2025-12-13
