动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
PDF添加文字,https://getquicker.net/Sharedaction?code=0df20f42-882e-4199-1c62-08dceffdf6a6,批量给PDF添加任意文字,通用,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,22.6 KB,2024-10-19 23:42,1,修改表单描述内容,2024-10-21
粘贴,https://getquicker.net/Sharedaction?code=b7f54c1e-cb4f-49a9-6965-08dcdd0ca208,,macos.exe,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,2.1 KB,2024-09-25 17:04,1,,2024-10-21
QShot,https://getquicker.net/Sharedaction?code=4817fe9c-15b3-42ca-cf5a-08dce2c29e2a,可扩展性强的截图组件：QuickerScreenShot,通用,H-D-G,https://getquicker.net/User/679811/H-D-G,97.2 KB,2024-10-03 15:23,38,"v38
~ 修复贴图的右键菜单无法获取图片的bug（感谢@小布丁的大布丁）",2024-10-21
发送新闻到微信,https://getquicker.net/Sharedaction?code=b0f4a9d7-e2c7-4738-6955-08dcdd0ca208,自动摘取每天新闻，可自动发送给微信指定对象,WeChat,sharklaka,https://getquicker.net/User/826879/sharklaka,27.8 KB,2024-09-25 14:31,3,修复输入法问题,2024-10-21
AI绘图提示词助手,https://getquicker.net/Sharedaction?code=6c642f13-b73e-4290-1c67-08dceffdf6a6,帮助你收藏词组，使用时候点击中文就会发送对应英文到输入框。,通用,V岂曰无衣A,https://getquicker.net/User/846127/V%E5%B2%82%E6%9B%B0%E6%97%A0%E8%A1%A3A,127 KB,2024-10-19 23:59,3,优化逻辑,2024-10-21
显隐/关闭贴图,https://getquicker.net/Sharedaction?code=e75d4697-a0e6-45d5-b87c-08dad0f8d7c2,一键隐藏或关闭所有贴图。,通用,他美德,https://getquicker.net/User/206274/%E4%BB%96%E7%BE%8E%E5%BE%B7,45.5 KB,2022-11-29 00:25,7, 同样修复了历史贴图问题~,2024-10-21
计算器Pro Max,https://getquicker.net/Sharedaction?code=d3645960-83e9-446c-928f-08dcd6e4f4f5,AI设计的动作，一个界面简单但功能不简单的计算器,通用,【推荐】该动作用户少，但用量大,https://getquicker.net/User/412766/%E3%80%90%E6%8E%A8%E8%8D%90%E3%80%91%E8%AF%A5%E5%8A%A8%E4%BD%9C%E7%94%A8%E6%88%B7%E5%B0%91%EF%BC%8C%E4%BD%86%E7%94%A8%E9%87%8F%E5%A4%A7,81.7 KB,2024-09-17 16:03,45,备注按钮调整,2024-10-21
这动作安装过没,https://getquicker.net/Sharedaction?code=83779484-e44d-49eb-4a20-08d9c10181e6,不知道某个分享动作是否已安装？这个动作能帮到你。在动作主页运行动作。,Quicker,EC10010,https://getquicker.net/User/2997/EC10010,345.8 KB,2021-12-17 19:02,78,改下图标颜色。,2024-10-21
弹出超级菜单,https://getquicker.net/Sharedaction?code=362ef925-6343-4ab6-e9f8-08db92f9f222,不同程序，弹出不同菜单【使用者少，但是用量大，说明该方式易用好用。】,通用,【推荐】该动作用户少，但用量大,https://getquicker.net/User/412766/%E3%80%90%E6%8E%A8%E8%8D%90%E3%80%91%E8%AF%A5%E5%8A%A8%E4%BD%9C%E7%94%A8%E6%88%B7%E5%B0%91%EF%BC%8C%E4%BD%86%E7%94%A8%E9%87%8F%E5%A4%A7,88.1 KB,2023-08-02 15:35,39,cad组归类到diy组下方,2024-10-21
字体吸管,https://getquicker.net/Sharedaction?code=4b3afcb8-4ffb-43ee-1c73-08dceffdf6a6,快速设置字体,Adobe Photoshop,阿良666,https://getquicker.net/User/596532/%E9%98%BF%E8%89%AF666,6.7 KB,2024-10-20 11:30,1,修复bug,2024-10-21
排序,https://getquicker.net/Sharedaction?code=8e6236b9-06f1-4254-1c71-08dceffdf6a6,为选中单元格升、降序排列，按方向键选择。由之前动作库中的升序和降序动作汇总而来，可以节约一个格子,Microsoft Excel,却往东南飞,https://getquicker.net/User/124659/%E5%8D%B4%E5%BE%80%E4%B8%9C%E5%8D%97%E9%A3%9E,13 KB,2024-10-20 09:42,0,,2024-10-21
计算器,https://getquicker.net/Sharedaction?code=418d888f-c882-40e1-3f7a-08dc8a9ff82c,计算器,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,69.8 KB,2024-06-13 00:30,34,Π,2024-10-21
