动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
QSU Bridge,https://getquicker.net/Sharedaction?code=71ffb9e7-9663-4caf-508a-08de42d74995,安装后自动放入自启动，解决了cad自带模块在打开两个cad的时候，报错的问题,SketchUp Application,冰雷木子,https://getquicker.net/User/749380/%E5%86%B0%E9%9B%B7%E6%9C%A8%E5%AD%90,96.3 KB,2025-12-25 14:56,1,"1.右键增加强制更新
2.前一版忘记设置安装参数",2025-12-25
微博监控,https://getquicker.net/Sharedaction?code=503aaf00-264d-4d1d-509f-08de42d74995,第一时间获取关注博主的消息，弹窗提醒+写入文件日志，全自动运行！,通用,韩道友,https://getquicker.net/User/684393/%E9%9F%A9%E9%81%93%E5%8F%8B,103.5 KB,2025-12-25 21:16,0,,2025-12-25
参考线,https://getquicker.net/Sharedaction?code=54554000-7090-4933-2ce2-08de41e63e54,在 PS 中根据当前图形或选区一键创建四边参考线、中心点参考线,Adobe Illustrator,FanXiang,https://getquicker.net/User/27525/FanXiang,19.3 KB,2025-12-24 14:11,1,微调,2025-12-25
切片器,https://getquicker.net/Sharedaction?code=3b81acd9-cc34-48ec-5087-08de42d74995,水平或垂直切片。,Windows 资源管理器,Anlv,https://getquicker.net/User/392637/Anlv,20.1 KB,2025-12-25 14:13,0,,2025-12-25
自动更新的动作,https://getquicker.net/Sharedaction?code=9e0870fe-3983-4a58-5067-08de42d74995,一键查看 自动更新 的动作，便于进行版本管理,通用,格物致理,https://getquicker.net/User/1054799/%E6%A0%BC%E7%89%A9%E8%87%B4%E7%90%86,12.9 KB,2025-12-25 01:01,1,增加提示,2025-12-25
文件路径快切,https://getquicker.net/Sharedaction?code=53749eb4-4525-4132-2cb3-08de41e63e54,一款为 Windows 文件对话框（打开/另存为）量身定制的路径切换辅助工具，旨在复刻并增强 Listary 的快速切换体验，让文件操作不再繁琐。,Windows 资源管理器,洛洛罗,https://getquicker.net/User/325415/%E6%B4%9B%E6%B4%9B%E7%BD%97,53.5 KB,2025-12-24 10:40,1,修复路径,2025-12-25
示例：让自己变得幸运,https://getquicker.net/Sharedaction?code=4e3323e3-2835-4806-505c-08de42d74995,幸运是一种能力。,通用,效率591,https://getquicker.net/User/36130/%E6%95%88%E7%8E%87591,20.4 KB,2025-12-24 19:58,0,,2025-12-25
快速导出,https://getquicker.net/Sharedaction?code=fe1833b7-4f93-453e-2ce1-08de41e63e54,Illustrator 快速导出为 svg、png、jpg 格式,Adobe Illustrator,FanXiang,https://getquicker.net/User/27525/FanXiang,46.7 KB,2025-12-24 14:07,2,微调,2025-12-25
程序号（前缀+流水号）,https://getquicker.net/Sharedaction?code=0f2c009d-d317-4fb6-2cdc-08de41e63e54,滚轮：微调序号、Ctrl+左键：重新设置前缀,通用,Ssf投诉热线,https://getquicker.net/User/168845/Ssf%E6%8A%95%E8%AF%89%E7%83%AD%E7%BA%BF,13.5 KB,2025-12-24 13:51,0,,2025-12-25
快速切换合成-后,https://getquicker.net/Sharedaction?code=dec32238-f308-4280-2cd7-08de41e63e54,快速切换到后面一个合成,Adobe After Effects CC,阔咯诶,https://getquicker.net/User/1323303/%E9%98%94%E5%92%AF%E8%AF%B6,1.5 KB,2025-12-24 13:21,0,,2025-12-25
