动作名,动作URL,动作简介,适用于,作者,作者URL,动作大小,创建时间,修订版本,更新内容,inputtime
调用动作,https://getquicker.net/Sharedaction?code=026798a6-9310-43f4-dcbc-08ddce3fb347,可传递参数、可调试。,通用,喵喵香子兰~,https://getquicker.net/User/489444/%E5%96%B5%E5%96%B5%E9%A6%99%E5%AD%90%E5%85%B0~,6.2 KB,2025-07-29 23:55,0,,2025-07-30
主副屏快移,https://getquicker.net/Sharedaction?code=e1cd1b5f-d252-4553-dcba-08ddce3fb347,快速移动鼠标或窗口（按屏幕比例）,通用,喵喵香子兰~,https://getquicker.net/User/489444/%E5%96%B5%E5%96%B5%E9%A6%99%E5%AD%90%E5%85%B0~,28.8 KB,2025-07-29 21:39,1,设置优化,2025-07-30
窗口工具箱,https://getquicker.net/Sharedaction?code=7548bd70-bcbb-4530-beb8-08ddcd652bdf,汇集一些窗口功能，检测窗口变化，操作窗口,通用,困困君,https://getquicker.net/User/743590/%E5%9B%B0%E5%9B%B0%E5%90%9B,38 KB,2025-07-28 16:10,6,1,2025-07-30
获取do文件列表(demo),https://getquicker.net/Sharedaction?code=60bf54d6-1daa-4bfc-dcac-08ddce3fb347,获取Directory opus的选中文件列表(demo),通用,球佬是地表最强程序员!,https://getquicker.net/User/595242/%E7%90%83%E4%BD%AC%E6%98%AF%E5%9C%B0%E8%A1%A8%E6%9C%80%E5%BC%BA%E7%A8%8B%E5%BA%8F%E5%91%98!,286.3 KB,2025-07-29 15:02,2,更新,2025-07-30
微信多开,https://getquicker.net/Sharedaction?code=d7210ac3-4943-4b6e-dc9b-08ddce3fb347,自动识别路径 + 智能补齐 + 排列整齐，一次搞定全部细节,通用,Taitun,https://getquicker.net/User/854987/Taitun,43.8 KB,2025-07-29 09:31,1,优化右键菜单提示内容。,2025-07-30
程序便捷开关,https://getquicker.net/Sharedaction?code=178681aa-3b0b-494e-bec4-08ddcd652bdf,选择指定程序，若程序在前台则最小化，否则最大化。若没有运行，则启动程序,通用,用户JR0TzZK6BQA,https://getquicker.net/User/1215028/%E7%94%A8%E6%88%B7JR0TzZK6BQA,6.4 KB,2025-07-28 18:54,1,解决了程序便捷开关过程中的一些bug，让windows的程序也能支持,2025-07-30
词句首大写,https://getquicker.net/Sharedaction?code=b95e10b2-e7ef-42c4-bec7-08ddcd652bdf,对选中文本进行词、句首字母大小写转换,Adobe Illustrator,您在说笑吗,https://getquicker.net/User/1273138/%E6%82%A8%E5%9C%A8%E8%AF%B4%E7%AC%91%E5%90%97,3.9 KB,2025-07-28 19:41,0,,2025-07-30
XLOOKUP,https://getquicker.net/Sharedaction?code=ae4f3556-6e3c-4991-bec3-08ddcd652bdf,适用于MACOS和WIN系统的XLOOKUP函数快速输入,macos.exe,希望明天是个好天气,https://getquicker.net/User/234406/%E5%B8%8C%E6%9C%9B%E6%98%8E%E5%A4%A9%E6%98%AF%E4%B8%AA%E5%A5%BD%E5%A4%A9%E6%B0%94,715 B,2025-07-28 18:44,0,,2025-07-30
OCR识别\n速度测试,https://getquicker.net/Sharedaction?code=4428560e-05c4-431c-beae-08ddcd652bdf,测试在你的设备中哪款OCR识别速度最快，可以自行添加其他ocr引擎。,通用,M-cc,https://getquicker.net/User/521120/M-cc,56.2 KB,2025-07-28 13:03,0,,2025-07-30
PDF全能工坊,https://getquicker.net/Sharedaction?code=d0f72efe-8a42-446d-39b5-08dd776c5a34,"PDF,Word,PPT,Excel全能互转",通用,球佬是地表最强程序员!,https://getquicker.net/User/595242/%E7%90%83%E4%BD%AC%E6%98%AF%E5%9C%B0%E8%A1%A8%E6%9C%80%E5%BC%BA%E7%A8%8B%E5%BA%8F%E5%91%98!,56.6 KB,2025-04-10 02:00,3,"增加必备文件. 解决有些按钮不存在的问题. 已经安装的需要清理核心文件后,重新运行下载",2025-07-30
网站收藏2.0,https://getquicker.net/Sharedaction?code=a653a1d1-6c52-4089-ba99-08dc61bfef39,"按住Ctrl启动动作可以添加网站,鼠标点击其他窗口关闭(可以设置那修改)",通用,zdf153,https://getquicker.net/User/20184/zdf153,433.6 KB,2024-04-22 01:35,51,修复&bug,2025-07-30
办公小工具,https://getquicker.net/Sharedaction?code=0825deac-7d80-4671-4847-08dd9d377497,集合常用办公操作的小工具，效率办公快人一步！,通用,饺子吖,https://getquicker.net/User/1261670/%E9%A5%BA%E5%AD%90%E5%90%96,613.9 KB,2025-05-28 13:40,20,~支持增加自定义分组,2025-07-30
文件挂载,https://getquicker.net/Sharedaction?code=affee3d1-a07c-4e62-fc7a-08ddc017ed62,将指定文件、网址添加到列表以便于快速打开、切换,通用,墨尹琳,https://getquicker.net/User/173735/%E5%A2%A8%E5%B0%B9%E7%90%B3,97.3 KB,2025-07-11 22:14,4,"尝试通过重复激活来解决打开网页时没有显示在前台的问题
如果使用正常则无需在配置中勾选防遮挡选项",2025-07-30
一生二,https://getquicker.net/Sharedaction?code=c7f02936-1d87-46ac-544b-08d9ba5900cc,同一鼠标手势在屏幕或前台窗口不同区域实现不同功能，可自定义设置多种区域划分方案、划分数目及比例。,通用,hustrjh,https://getquicker.net/User/449681/hustrjh,197.6 KB,2021-12-09 15:17,11,"【新增】
1、新增Ctrl键是否启用的设置项，默认启用，启用后按下Ctrl键并点击动作，可直接打开配置界面。如与其它按键绑定冲突，可禁用。
感谢网友 Xanwus 的建议。",2025-07-30
AI聚合助手,https://getquicker.net/Sharedaction?code=7979452d-5327-4fc1-9cca-08ddc5acfa0f,小窗调用AI，可以建立/调用自己的提示词库，一键多问等等,通用,eminstan,https://getquicker.net/User/430864/eminstan,258.4 KB,2025-07-18 11:54,9,增加右键菜单-调用提示词,2025-07-30
WPS文档操作,https://getquicker.net/Sharedaction?code=9399a5f3-1b63-4510-eb0b-08ddcb62c590,复制/打开目录/校对WPS打开的文档,WPS Office,eminstan,https://getquicker.net/User/430864/eminstan,80.4 KB,2025-07-25 18:12,2,优化触发方式，现在基本通过快捷键触发，更加稳定。,2025-07-30
浏览器打开wv2窗口,https://getquicker.net/Sharedaction?code=39e09acb-60d8-4b24-295c-08dd7ff8f8ab,在浏览器打开前台webview2窗口，支持事件触发,Microsoft Edge WebView2,chrosic,https://getquicker.net/User/945817/chrosic,4.7 KB,2025-04-21 22:57,2,~.支持事件触发，自动在浏览器打开wv2窗口,2025-07-30
